"Pathway","Group_ref","Group_test","Comparison","Mean_ref","Mean_test","Median_ref","Median_test","Prevalence_ref","Prevalence_test","Mean_difference","Log2FC","P_value","FDR","Pathway_ID","Description","Direction","NegLog10P","NegLog10FDR"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate","ITM","OTM1","OTM1 vs ITM",0.000176012933333333,0.000154130303333333,0.000168285,0.000153062,30,30,-2.188263e-05,-0.191530788923665,0.0992576082398258,0.254976930664821,"PWY-6163","chorismate biosynthesis from 3-dehydroquinate","Not significant",1.00323619398617,0.593499111088361
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II","ITM","OTM1","OTM1 vs ITM",9.19852733333333e-05,8.35916533333333e-05,9.38949e-05,8.83895e-05,30,30,-8.39362e-06,-0.138043853742716,0.10232626822733,0.254976930664821,"PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","Not significant",0.990012864022367,0.593499111088361
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II","ITM","OTM1","OTM1 vs ITM",9.19852733333333e-05,8.35916533333333e-05,9.38949e-05,8.83895e-05,30,30,-8.39362e-06,-0.138043853742716,0.10232626822733,0.254976930664821,"PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","Not significant",0.990012864022367,0.593499111088361
"PWY-6630: superpathway of L-tyrosine biosynthesis","ITM","OTM1","OTM1 vs ITM",3.18080733333333e-05,2.69073566666667e-05,2.85444e-05,2.656925e-05,30,30,-4.90071666666667e-06,-0.241391492045812,0.105469946521778,0.258571481795326,"PWY-6630","superpathway of L-tyrosine biosynthesis","Not significant",0.976871274197172,0.587419375750653
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)","ITM","OTM1","OTM1 vs ITM",0.0001283598,0.000122045146666667,0.000127703,0.00012205,30,30,-6.31465333333335e-06,-0.0727784636567195,0.105469946521778,0.258571481795326,"PANTOSYN-PWY","superpathway of coenzyme A biosynthesis I (bacteria)","Not significant",0.976871274197172,0.587419375750653
"PWY66-409: superpathway of purine nucleotide salvage","ITM","OTM1","OTM1 vs ITM",6.28742333333333e-05,5.0320032e-05,6.19917e-05,5.311165e-05,30,29,-1.25542013333333e-05,-0.321335491165372,0.108689773214447,0.262235643311048,"PWY66-409","superpathway of purine nucleotide salvage","Not significant",0.963811317417636,0.581308278926446
"PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","ITM","OTM1","OTM1 vs ITM",5.56358766666667e-05,4.78203136666667e-05,5.86849e-05,4.632165e-05,30,30,-7.815563e-06,-0.218391484680229,0.108689773214447,0.262235643311048,"PWY-7286","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","Not significant",0.963811317417636,0.581308278926446
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)","ITM","OTM1","OTM1 vs ITM",5.09018566666667e-05,4.84038133333333e-05,5.004365e-05,4.443765e-05,30,30,-2.49804333333334e-06,-0.0725974239940644,0.11198687208269,0.268063063882974,"PWY-8187","L-arginine degradation XIII (reductive Stickland reaction)","Not significant",0.950832885510287,0.57176302285749
"PWY-3841: folate transformations II (plants)","ITM","OTM1","OTM1 vs ITM",0.0004669092,0.000482672466666667,0.000464503,0.000484674,30,30,1.57632666666666e-05,0.0479025068561698,0.115362359692063,0.273985604268649,"PWY-3841","folate transformations II (plants)","Not significant",0.93793586920959,0.562272255248705
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","ITM","OTM1","OTM1 vs ITM",0.000210699566666667,0.000193562966666667,0.0002066885,0.0001934625,30,30,-1.71366e-05,-0.122384330292965,0.118817344483297,0.280003664518778,"PWY-7953","UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","Not significant",0.925120158146322,0.552836284836817
"CRNFORCAT-PWY: creatinine degradation I","ITM","OTM1","OTM1 vs ITM",3.309277e-06,3.62307956666667e-06,3.375335e-06,3.73915e-06,30,30,3.13802566666667e-07,0.130696657292404,0.122352925844741,0.286117611206165,"CRNFORCAT-PWY","creatinine degradation I","Not significant",0.912385640835829,0.543455409533912
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)","ITM","OTM1","OTM1 vs ITM",0.000101375383333333,9.00225766666667e-05,0.000106215,9.315955e-05,30,30,-1.13528066666667e-05,-0.171348426388724,0.125970193170972,0.292327776518898,"PWY-1861","formaldehyde assimilation II (assimilatory RuMP Cycle)","Not significant",0.899732204666189,0.5341299167132
"PWY-5723: Rubisco shunt","ITM","OTM1","OTM1 vs ITM",1.92689296666667e-06,1.46464393333333e-06,1.581375e-06,8.01605e-07,23,16,-4.62249033333333e-07,-0.395702831335813,0.136629783029246,0.306956924952102,"PWY-5723","Rubisco shunt","Not significant",0.864454621332461,0.51292256448417
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)","ITM","OTM1","OTM1 vs ITM",5.49948133333333e-05,4.66816773333333e-05,5.420765e-05,4.742545e-05,30,30,-8.313136e-06,-0.236438694658352,0.137322834846993,0.306956924952102,"PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","Not significant",0.862257239722706,0.51292256448417
