# Pathway	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08237e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88347e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08237e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88347e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	0	0	0	2.33004e-07	0	0	0	0	3.76377e-07	3.01425e-07	0	0	0	0	7.16101e-07	0	0	0	0	0	0	0	0	0	1.18573e-06	0	0	0	0	4.48405e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00982e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81144e-07	0	0	0	0	0	0	0	0	0	0	2.87092e-07	0	2.69718e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20027e-07	0	0	0	0	0	0	0	0	0	0	5.46754e-07	0	0	5.17895e-07	0	0	0	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	7.7551e-05	6.51195e-05	4.5045e-05	4.62074e-05	7.0565e-05	5.64404e-05	6.22024e-05	4.64911e-05	4.71579e-05	4.09917e-05	5.53505e-05	7.21625e-05	6.47944e-05	5.72229e-05	5.4797e-05	3.86829e-05	4.85222e-05	6.52492e-05	6.63199e-05	5.60435e-05	3.08067e-05	6.39418e-05	6.62053e-05	6.80818e-05	8.95092e-05	4.47551e-05	0.000104687	8.59465e-05	5.95345e-05	6.3405e-05	4.72931e-05	8.09849e-05	7.27909e-05	8.02457e-05	4.99454e-05	9.52937e-05	6.70587e-05	6.58945e-05	9.26572e-05	6.0209e-05	8.41483e-05	5.40347e-05	6.87175e-05	6.96024e-05	6.0386e-05	4.22472e-05	5.29028e-05	0.000101499	6.20493e-05	6.05369e-05	6.60951e-05	9.38045e-05	7.21643e-05	6.33298e-05	5.17251e-05	7.69946e-05	4.45409e-05	8.26017e-05	4.40382e-05	6.22023e-05	9.17297e-05	4.56782e-05	8.21651e-05	5.12237e-05	6.34208e-05	6.82176e-05	7.22251e-05	5.41019e-05	6.66374e-05	4.57714e-05	6.08923e-05	6.42909e-05	6.01682e-05	4.0713e-05	5.70829e-05	9.23311e-05	5.94468e-05	5.18933e-05	7.65635e-05	6.67463e-05	6.66113e-05	5.26479e-05	6.33338e-05	4.31453e-05	9.3552e-05	7.29244e-05	8.75234e-05	6.5433e-05	5.91708e-05	4.01586e-05	4.79019e-05	0.000104974	0.000103784	5.05254e-05	5.11809e-05	6.4723e-05	8.28911e-05	7.322e-05	4.16432e-05	4.30995e-05	5.84083e-05	5.14182e-05	6.09579e-05	7.45684e-05	6.61692e-05	5.05873e-05	7.19893e-05	4.83725e-05	5.97e-05	6.12748e-05	7.82726e-05	5.27494e-05	6.94392e-05	5.50871e-05	4.27541e-05	8.07432e-05	7.0499e-05	9.92024e-05	0.000149866	6.76298e-05
PWY-7356: thiamine diphosphate salvage IV (yeast)	3.9139e-05	2.79241e-05	2.81873e-05	2.23086e-05	1.23019e-05	3.96696e-05	1.60255e-05	2.34499e-05	2.59158e-05	2.91364e-05	2.45107e-05	3.25933e-05	2.70351e-05	3.26206e-05	2.92561e-05	2.7687e-05	3.59424e-05	2.29657e-05	2.32446e-05	2.09435e-05	1.01971e-05	3.64114e-05	3.11666e-05	4.3755e-05	2.68321e-05	1.98912e-05	3.43188e-05	3.43213e-05	2.71024e-05	3.73555e-05	4.72876e-05	4.46137e-05	5.11511e-05	3.95537e-05	4.4815e-05	3.20008e-05	1.80174e-05	3.6134e-05	3.80605e-05	4.08759e-05	3.4939e-05	2.09389e-05	4.17524e-05	4.54026e-05	2.13922e-05	4.33252e-05	2.30975e-05	4.68654e-05	5.9654e-05	4.21422e-05	1.96507e-05	3.25374e-05	2.95492e-05	4.07417e-05	1.5633e-05	2.05025e-05	2.05698e-05	2.95976e-05	2.53818e-05	2.8477e-05	2.55325e-05	3.10139e-05	3.10987e-05	1.89179e-05	5.13223e-05	2.69286e-05	3.47136e-05	2.73391e-05	3.57947e-05	1.76545e-05	2.57368e-05	2.69385e-05	6.42138e-05	3.56934e-05	2.49768e-05	3.46055e-05	3.28272e-05	2.31819e-05	3.91481e-05	1.99831e-05	2.64828e-05	3.56173e-05	3.57647e-05	2.80479e-05	3.13877e-05	5.75912e-05	3.56812e-05	2.65466e-05	3.02753e-05	3.24878e-05	2.26049e-05	3.97408e-05	3.56059e-05	3.16927e-05	9.11181e-06	2.16987e-05	3.47175e-05	3.59298e-05	1.89419e-05	1.88984e-05	2.13147e-05	1.98895e-05	2.63401e-05	1.86569e-05	2.89611e-05	2.60469e-05	2.62796e-05	1.92689e-05	3.35463e-05	2.31936e-05	2.29014e-05	2.93316e-05	1.77867e-05	2.50952e-05	3.12259e-05	3.53749e-05	3.08581e-05	5.58541e-05	4.51725e-05	2.8066e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	7.9439e-05	5.54778e-05	7.44573e-05	6.67565e-05	3.04777e-05	8.52208e-05	3.92246e-05	5.51381e-05	8.72525e-05	9.41865e-05	5.33292e-05	7.20868e-05	6.74723e-05	9.69033e-05	7.57403e-05	5.60843e-05	7.97687e-05	5.58601e-05	5.7318e-05	5.06373e-05	2.47489e-05	8.54386e-05	6.62502e-05	8.48995e-05	9.48182e-05	4.16998e-05	7.29602e-05	7.97926e-05	6.74316e-05	8.21693e-05	9.09111e-05	8.29544e-05	9.66927e-05	7.94732e-05	9.31405e-05	7.44826e-05	4.05186e-05	9.86508e-05	7.30984e-05	8.24171e-05	7.64394e-05	5.63869e-05	8.60548e-05	8.88882e-05	6.05149e-05	9.08359e-05	4.44863e-05	8.92523e-05	0.000108104	8.63743e-05	5.55609e-05	7.03937e-05	5.60672e-05	8.28174e-05	3.81061e-05	5.0799e-05	5.07409e-05	5.99838e-05	5.96157e-05	5.54968e-05	4.94415e-05	8.68253e-05	8.23449e-05	6.18938e-05	9.248e-05	5.9568e-05	7.6695e-05	7.1149e-05	8.53629e-05	5.41231e-05	7.13827e-05	5.53803e-05	0.000118923	7.96583e-05	5.39309e-05	6.86422e-05	7.40295e-05	6.38137e-05	7.65487e-05	5.7108e-05	5.81139e-05	8.10037e-05	7.22995e-05	8.66702e-05	6.48137e-05	0.000108867	7.37494e-05	5.70273e-05	5.93008e-05	6.80295e-05	6.12374e-05	7.54004e-05	7.4701e-05	8.1812e-05	2.63788e-05	4.58964e-05	7.1161e-05	6.82257e-05	5.09529e-05	4.58421e-05	5.00859e-05	6.49282e-05	7.25561e-05	4.74104e-05	5.63338e-05	7.6113e-05	5.87501e-05	4.52064e-05	6.27457e-05	8.46294e-05	4.85624e-05	6.60465e-05	4.09094e-05	6.78327e-05	9.26603e-05	7.6781e-05	7.46306e-05	0.000111471	0.000118723	5.88805e-05
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	2.3825e-06	3.91251e-06	3.93052e-06	2.89737e-06	3.45711e-06	1.22246e-06	2.90192e-06	3.93506e-06	3.33486e-06	1.50201e-06	2.65721e-06	2.5967e-06	2.37276e-06	1.53563e-06	1.97983e-06	3.01474e-06	2.12101e-06	2.75048e-06	3.57172e-06	3.68495e-06	2.64256e-06	2.81654e-06	3.03654e-06	1.6019e-06	1.30306e-06	3.13989e-06	3.12029e-06	1.37994e-06	1.48495e-06	2.88141e-06	1.48809e-06	1.24773e-06	1.36699e-06	0	8.11731e-07	0	3.87802e-06	1.02812e-06	3.96107e-06	1.63524e-06	3.28396e-06	4.80769e-06	4.23347e-07	1.38135e-06	1.71602e-06	0	3.27339e-06	1.22256e-06	0	2.29289e-06	1.92638e-06	2.74724e-06	2.20631e-06	2.17934e-06	3.34684e-06	2.67835e-06	3.88735e-06	2.35907e-06	3.64672e-06	1.51857e-06	2.05626e-06	3.04756e-06	3.12321e-06	3.69519e-06	9.36662e-07	2.65889e-06	1.66646e-06	3.06708e-06	1.25997e-06	3.17515e-06	0	2.90591e-06	1.26671e-06	2.12294e-06	3.10523e-06	0	2.78418e-06	3.5655e-06	2.75143e-06	2.01292e-06	3.33332e-06	1.59335e-06	3.02725e-06	1.78523e-06	2.07056e-06	1.53879e-06	0	2.35747e-06	3.07128e-06	2.6445e-06	3.14619e-06	3.09682e-06	2.56759e-06	3.75264e-06	3.71859e-06	4.37971e-06	4.25693e-06	1.47676e-06	3.49458e-06	4.10693e-06	3.04992e-06	3.54574e-06	2.66262e-06	3.9984e-06	2.62203e-06	1.55213e-06	2.96304e-06	2.51996e-06	1.86021e-06	2.42321e-06	3.02083e-06	2.41526e-06	3.41686e-06	3.80607e-06	2.37982e-06	2.59884e-06	2.17571e-06	0	1.79981e-06	3.74672e-06
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	8.84654e-05	7.82437e-05	0.000106991	9.07983e-05	0.000111803	4.02324e-05	8.84678e-05	0.000114083	9.41308e-05	7.90945e-05	8.45151e-05	9.48985e-05	9.53726e-05	7.31054e-05	9.34092e-05	0.000101013	6.43968e-05	6.84557e-05	6.4937e-05	5.81013e-05	7.05144e-05	8.20328e-05	8.06305e-05	6.8025e-05	6.59589e-05	0.000100874	0.000103415	7.37391e-05	7.7104e-05	6.99773e-05	9.40583e-05	9.46127e-05	7.66557e-05	6.43098e-05	6.77084e-05	8.2061e-05	0.000121125	5.74114e-05	7.82127e-05	8.60184e-05	6.68375e-05	0.000102263	7.0038e-05	7.70218e-05	8.90012e-05	9.07447e-05	9.41504e-05	8.94e-05	5.29971e-05	9.70906e-05	9.76793e-05	7.85792e-05	7.9251e-05	9.0849e-05	0.000115248	8.76635e-05	0.000116039	9.188e-05	0.000100051	8.02084e-05	9.80779e-05	8.38347e-05	0.000109445	9.4841e-05	7.59104e-05	0.00010693	8.5905e-05	9.67257e-05	4.35432e-05	0.000103708	7.64724e-05	5.32047e-05	2.7433e-05	8.72126e-05	7.62953e-05	9.5402e-05	8.00226e-05	0.000105153	0.00012159	8.0462e-05	9.82518e-05	6.1579e-05	0.000104364	8.14352e-05	7.08382e-05	4.87309e-05	8.21155e-05	8.51177e-05	0.00010309	8.58085e-05	0.000107727	0.00010521	9.741e-05	9.55979e-05	0.000119178	8.72633e-05	9.34955e-05	8.68329e-05	0.000123997	9.38355e-05	6.98875e-05	0.000111725	6.48783e-05	8.80608e-05	9.28977e-05	5.6381e-05	9.74815e-05	8.28442e-05	8.1107e-05	8.52112e-05	0.000103172	8.42234e-05	0.000118762	0.00011175	8.18819e-05	9.27666e-05	7.67811e-05	5.04714e-05	8.71714e-05	9.21466e-05
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42405e-07	0	0	0	0	0	0	0	0	0	5.79746e-07	0	3.38681e-07	4.7323e-07	0	2.93374e-07	0	0	0	1.76059e-07	0	9.10929e-07	0	0	3.34219e-07	0	0	0	4.85671e-07	0	0	0	0	2.66092e-07	0	0	0	2.37588e-07	0	7.71611e-07	0	0	0	0	0	4.56323e-07	0	0	2.76118e-07	0	2.83599e-07	0	0	0	0	0	0	0	3.05518e-07	0	0	6.28611e-07	0	2.72398e-07	0	0	0	0	0	0	0	0	6.57257e-07	0	0	0	0	0	0	0	0	0	0	2.12422e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	0	3.10317e-07	0	9.91502e-07	0	0	0	5.37453e-07	0	4.22176e-06	0	9.2218e-07	0	3.32053e-07	0	0	1.07256e-06	0	0	0	0	0	0	0	1.65626e-05	0	9.60696e-06	8.94071e-06	1.23585e-06	3.05853e-06	5.92273e-07	0	1.97488e-07	7.01226e-07	0	1.83982e-05	0	0	2.12729e-06	2.45879e-07	0	0	1.66896e-06	0	0	0	0	3.86563e-06	0	0	2.85149e-06	5.28178e-07	0	1.81292e-06	0	1.11011e-06	0	0	0	3.72334e-06	0	0	3.30035e-06	0	9.45188e-07	0	0	0	0	0	0	0	1.99631e-06	0	0	7.57893e-06	0	0	0	0	2.01591e-06	5.45863e-07	5.06153e-06	8.29346e-06	1.45469e-06	8.96313e-07	7.66324e-06	0	6.63422e-07	0	0	6.75992e-07	7.9822e-07	0	0	0	0	8.927e-07	2.18767e-06	0	0	3.88221e-07	0	0	3.2461e-06	4.2305e-07	0	0	0	0	4.06397e-07	0	0	4.99957e-06	2.09942e-06	1.09462e-06	0	1.45365e-06	8.69335e-07	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	0	0	0	0	0	0	8.49537e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66297e-07	0	3.55374e-06	0	2.09482e-06	5.3832e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63737e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3085e-07	0	0	0	0	0	0	0	0	0	9.34047e-07	0	5.49101e-07	7.65235e-07	0	4.75305e-07	0	0	0	2.85565e-07	0	1.46632e-06	0	0	5.41559e-07	0	0	0	7.85809e-07	0	0	0	0	4.31596e-07	0	0	0	3.85268e-07	0	1.24601e-06	0	0	0	0	0	7.38515e-07	0	0	4.47377e-07	0	4.59775e-07	0	0	0	0	0	0	0	4.93035e-07	0	0	1.01674e-06	0	4.41583e-07	0	0	0	0	0	0	0	0	1.06273e-06	0	0	0	0	0	0	0	0	0	0	3.4465e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7391: isoprene biosynthesis II (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48847e-06	0	0	0	0	0	0	0	2.15598e-06	1.22157e-06	0	7.83338e-07	0	1.55765e-06	1.34329e-06	0	0	1.91374e-06	0	0	0	0	0	0	0	3.72134e-06	0	0	1.86702e-06	0	0	0	0	0	5.6236e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92139e-07	0	0	0	0	0	1.19264e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65386e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50995e-06	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	2.61003e-05	1.17801e-05	1.28479e-05	1.4419e-05	1.59996e-05	1.6354e-05	1.14441e-05	2.33167e-05	1.22596e-05	1.68278e-05	1.01151e-05	2.01929e-05	9.20316e-06	2.35366e-05	3.01588e-05	2.5333e-05	1.79676e-05	1.83567e-05	3.40631e-05	4.10017e-05	1.07969e-05	1.61643e-05	1.00622e-05	1.95847e-05	1.84608e-05	5.44545e-06	1.54387e-05	1.02427e-05	1.40691e-05	1.95932e-05	1.83501e-05	1.46666e-05	2.67531e-05	2.52168e-05	1.92061e-05	1.34446e-05	1.05973e-05	1.11103e-05	1.1272e-05	1.89155e-05	6.33347e-06	0	2.28443e-05	3.06942e-05	2.2279e-05	2.42795e-05	1.78449e-05	3.40024e-05	2.22599e-05	1.99793e-05	7.56459e-06	1.36717e-05	2.9554e-06	4.17925e-06	7.08565e-06	0	2.65742e-05	9.244e-06	1.02849e-05	8.80359e-06	2.96648e-06	1.87368e-05	6.69093e-06	1.36175e-05	3.39465e-05	8.7733e-06	2.20917e-05	1.67495e-05	2.80247e-05	2.37782e-05	2.58655e-05	6.80983e-06	2.14055e-05	9.66492e-06	3.96591e-06	1.65515e-05	5.87084e-06	1.73476e-05	2.76633e-05	8.37688e-06	8.84993e-06	6.8712e-06	1.98665e-05	1.72351e-05	2.90725e-05	2.55792e-05	2.1015e-05	5.68339e-06	1.10858e-05	1.30906e-05	8.08392e-06	3.21018e-05	3.64148e-05	8.77071e-06	2.13368e-05	7.87377e-06	1.5728e-05	2.10823e-05	2.24342e-05	7.95945e-06	4.38563e-06	4.10106e-06	2.62136e-05	1.92906e-06	1.43943e-05	2.28231e-05	2.39891e-05	5.32186e-06	1.13929e-05	7.19488e-06	9.18119e-06	2.25134e-05	1.79008e-05	1.76822e-05	1.29158e-05	2.2731e-05	2.13323e-05	3.71341e-05	4.33411e-05	6.59781e-06
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	2.73954e-05	3.53499e-05	2.27265e-05	4.62666e-05	3.29748e-05	1.10991e-05	4.18041e-05	3.09633e-05	5.37334e-05	6.38787e-05	2.87029e-05	4.79331e-05	3.07418e-05	3.25549e-05	4.77013e-05	2.14562e-05	2.84196e-05	2.01859e-05	1.7823e-05	2.06615e-05	2.71213e-05	2.22084e-05	1.56464e-05	1.91525e-05	0.00018239	3.66374e-05	0.000199279	0.000172767	4.51654e-05	4.97887e-05	3.0323e-05	3.16746e-05	2.49629e-05	3.97195e-05	0.00032625	0.00024921	6.35312e-05	3.01155e-05	3.64814e-05	4.58017e-05	6.72828e-05	5.14897e-05	0.00038473	4.60199e-05	1.79867e-05	4.6659e-05	1.15466e-05	0.000120423	6.41315e-05	5.39392e-05	3.91666e-05	4.82025e-05	1.30335e-05	0.000122558	1.45786e-05	9.9329e-06	2.44268e-05	1.4163e-05	4.19125e-05	7.53493e-05	3.63265e-05	2.24702e-05	7.71908e-05	4.14484e-05	3.60699e-05	2.87944e-05	2.52108e-05	1.45778e-05	4.07813e-05	2.99527e-05	3.97579e-05	5.40068e-05	6.33842e-05	3.5604e-05	2.72726e-05	7.49258e-05	1.76602e-05	5.93478e-05	3.37179e-05	3.94981e-05	8.15335e-05	3.0732e-05	4.20917e-05	7.60046e-05	4.13045e-05	0.000261793	0.000213749	1.92179e-05	3.41891e-05	3.38956e-05	4.16839e-05	1.14888e-05	1.14437e-05	2.05016e-05	3.79574e-05	4.68046e-05	1.89547e-05	3.00301e-05	1.65501e-05	1.9833e-05	7.45981e-05	3.22968e-05	4.03243e-05	1.93809e-05	3.76103e-05	2.06276e-05	3.68306e-05	1.20399e-05	4.80627e-05	6.52341e-05	4.68598e-05	4.01181e-05	3.75115e-05	0.000100673	5.61557e-05	3.54607e-05	3.6333e-05	1.51504e-05	4.32077e-05	5.61185e-05
PWY-7431: aromatic biogenic amine degradation (bacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93807e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15677e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49769e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27054e-07	0	0	0	0	0	0	0	0	0	2.10727e-06	0	1.65671e-06	7.63242e-07	0	3.3688e-07	0	0	0	0	0	1.78379e-06	0	0	0	0	0	0	5.75514e-07	0	0	0	0	0	0	0	0	1.77169e-07	0	0	0	0	0	0	0	0	0	0	0	0	2.186e-07	0	0	0	0	0	0	0	5.14904e-07	0	0	3.72194e-07	0	0	0	0	0	0	0	0	0	0	3.83783e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7456: &beta;-(1,4)-mannan degradation"	2.43624e-06	2.09977e-06	2.74056e-06	0	3.65992e-06	0	1.6437e-06	2.5556e-06	0	1.88718e-06	4.2818e-06	2.12261e-06	2.09436e-06	2.14784e-06	3.81948e-06	0	0	0	0	1.07781e-06	0	8.71584e-06	0	0	0	1.41742e-06	0	0	1.37674e-06	2.42346e-06	3.59341e-06	4.48676e-06	3.22187e-06	2.00023e-06	1.76274e-06	1.82814e-06	7.46801e-06	2.57497e-06	2.36788e-06	8.40167e-06	8.54546e-06	3.83149e-06	3.37462e-06	0	0	3.51462e-06	0	0	0	1.6362e-06	2.49689e-06	0	0	0	2.2768e-06	1.64757e-06	8.99527e-06	1.96826e-06	1.46311e-06	2.38243e-06	0	3.18459e-06	2.70732e-06	4.86693e-06	3.43266e-06	2.69749e-06	0	0	0	4.11031e-06	1.40511e-06	0	0	2.26943e-06	0	4.83711e-06	0	2.32406e-06	2.0289e-06	5.51679e-06	5.43571e-06	0	0	0	0	0	9.33317e-06	3.2743e-06	0	2.08311e-06	1.41646e-06	2.86124e-06	3.68688e-06	1.90098e-06	2.01481e-06	1.96846e-06	5.69679e-06	2.76778e-06	1.81929e-06	1.37321e-06	0	1.64772e-06	0	3.25181e-06	1.17563e-06	0	0	0	0	0	7.29146e-06	3.13931e-06	6.5647e-06	0	0	3.52918e-06	1.15142e-06	1.20879e-06	2.27068e-06	3.04237e-06
PWY-7560: methylerythritol phosphate pathway II	0.000155219	4.14914e-05	0.000136821	0.000149702	9.69639e-05	0.000177021	0.000107253	0.000133851	0.00015121	0.000145267	0.000117771	0.000152444	0.000139323	0.000168929	0.000161328	0.000115667	0.000159584	0.000159806	0.000163426	0.000163662	4.30291e-05	0.000136274	0.000141007	0.000172913	0.000148229	5.5443e-05	0.000131291	0.000156598	0.00010997	0.000141322	0.000171663	0.000194381	0.000185813	0.000179452	0.000186246	8.35029e-05	8.58827e-05	0.000119683	0.000128894	0.000155423	7.75094e-05	0.000108623	8.11413e-05	0.000177235	0.000136781	0.000186504	9.63256e-05	0.000207372	0.000174701	0.000150904	0.000115344	0.000160858	0.000134247	5.01874e-05	0.0001121	0.000102567	0.000136089	0.00015732	0.000116312	0.000112534	0.000120586	0.000150219	0.000153111	0.000118528	0.000204354	0.000115412	0.00014455	0.000150471	0.000170576	0.000129693	0.000166754	7.89698e-05	0.000184174	0.000109603	0.000140086	9.88385e-05	0.0001595	0.000137054	0.000198927	0.00013019	0.000131833	0.000165824	0.000158364	0.000120686	0.000170999	0.000174199	7.18274e-05	0.000141384	0.000154071	0.000159107	0.000125013	0.000159266	0.000176839	0.000166182	8.50399e-05	9.45964e-05	9.02054e-05	0.000191341	0.000136765	0.000119836	8.81635e-05	0.000147462	0.000170812	0.000121338	0.000137127	0.000172735	0.000156477	0.000108864	0.000127097	0.000170358	0.000136751	0.000152158	0.000116886	0.000141291	0.000152501	0.000160274	0.000163172	0.000201268	0.000155448	9.66334e-05
PWY-7616: methanol oxidation to carbon dioxide	0	0	0	1.5148e-07	7.33211e-08	0	0	0	0	8.97869e-07	0	0	0	3.08436e-07	2.46284e-07	0	2.94745e-07	0	0	0	0	0	0	0	1.85701e-06	0	1.08143e-06	1.12266e-06	9.24148e-08	3.96959e-07	0	0	1.97909e-07	8.26391e-08	8.2437e-08	0	0	0	5.82946e-07	1.41069e-06	0	0	0	0	0	0	0	1.51115e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23211e-07	0	0	0	0	0	7.14168e-07	0	0	5.44684e-07	0	0	1.09071e-07	0	0	7.88511e-07	0	0	0	0	0	0	0	4.02609e-07	0	3.17161e-07	0	0	0	0	0	0	0	0	9.78354e-08	0	0	1.51884e-07	0	0	0	0	0	0	0	0	0	0	9.50694e-08	0	7.37907e-07	0	7.31411e-07	0	1.0701e-07	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	4.88291e-05	2.43922e-05	7.30467e-05	4.65954e-05	8.10081e-05	4.30732e-05	6.82135e-05	9.46557e-05	5.33133e-05	3.7953e-05	6.79211e-05	5.03078e-05	6.49127e-05	5.65371e-05	8.46283e-05	3.61385e-05	5.12776e-05	6.8784e-05	8.84591e-05	8.80667e-05	5.89515e-05	6.00458e-05	4.80703e-05	4.50389e-05	4.9709e-05	6.67938e-05	3.27261e-05	6.88718e-05	5.05994e-05	6.7472e-05	5.44623e-05	5.83112e-05	5.45483e-05	3.96578e-05	3.64594e-05	5.21111e-05	7.19852e-05	2.74379e-05	5.62983e-05	8.04247e-05	3.66932e-05	7.90681e-05	5.24711e-05	6.48565e-05	4.19115e-05	5.30205e-05	5.7426e-05	4.8109e-05	7.73573e-05	4.67397e-05	6.51068e-05	5.02931e-05	5.25085e-05	2.75527e-05	6.61163e-05	4.71221e-05	9.90215e-05	6.60001e-05	5.21203e-05	4.2598e-05	3.63542e-05	4.73151e-05	6.70128e-05	7.01528e-05	5.88793e-05	4.77181e-05	5.07482e-05	5.24142e-05	7.18182e-05	7.65883e-05	5.86147e-05	2.80455e-05	4.59947e-05	6.1768e-05	5.25333e-05	3.92532e-05	6.55789e-05	6.55082e-05	5.89503e-05	5.36149e-05	6.24816e-05	3.46127e-05	6.344e-05	5.63495e-05	7.02721e-05	5.98135e-05	5.14857e-05	5.36893e-05	4.48164e-05	7.11946e-05	6.45901e-05	6.97177e-05	6.43902e-05	5.19616e-05	6.74889e-05	3.66699e-05	4.40626e-05	4.93806e-05	8.03921e-05	4.45754e-05	3.66776e-05	6.53302e-05	6.04679e-05	4.04348e-05	6.18985e-05	5.78057e-05	9.56163e-05	4.40506e-05	5.97457e-05	5.32326e-05	6.15934e-05	6.07389e-05	8.3846e-05	7.8305e-05	5.45923e-05	5.58328e-05	4.99715e-05	4.18319e-05	4.76049e-05	7.3661e-05
